0.2721,0.7942,0.5491
0.2747,0.7975,0.5401
0.2773,0.8009,0.5312
0.2799,0.8042,0.5222
0.2825,0.8074,0.5132
0.2851,0.8106,0.5042
0.2877,0.8138,0.4952
0.2903,0.8169,0.4862
0.2929,0.8200,0.4773
0.2956,0.8231,0.4684
0.2983,0.8263,0.4595
0.3010,0.8294,0.4507
0.3038,0.8325,0.4420
0.3066,0.8356,0.4334
0.3094,0.8388,0.4248
0.3122,0.8420,0.4159
0.3149,0.8453,0.4062
0.3176,0.8487,0.3960
0.3202,0.8520,0.3854
0.3227,0.8555,0.3746
0.3253,0.8589,0.3637
0.3280,0.8623,0.3529
0.3307,0.8656,0.3423
0.3334,0.8689,0.3322
0.3363,0.8722,0.3227
0.3394,0.8754,0.3139
0.3426,0.8784,0.3060
0.3461,0.8814,0.2991
0.3497,0.8842,0.2935
0.3536,0.8869,0.2894
0.3578,0.8894,0.2867
0.3623,0.8917,0.2858
0.3675,0.8939,0.2860
0.3737,0.8962,0.2865
0.3807,0.8984,0.2874
0.3886,0.9007,0.2886
0.3971,0.9029,0.2900
0.4063,0.9050,0.2917
0.4159,0.9071,0.2935
0.4260,0.9091,0.2954
0.4364,0.9110,0.2975
0.4471,0.9128,0.2997
0.4578,0.9145,0.3018
0.4687,0.9160,0.3040
0.4794,0.9174,0.3062
0.4900,0.9186,0.3083
0.5004,0.9196,0.3102
0.5104,0.9204,0.3121
0.5200,0.9210,0.3137
0.5294,0.9215,0.3153
0.5390,0.9219,0.3168
0.5487,0.9223,0.3184
0.5585,0.9227,0.3200
0.5683,0.9231,0.3216
0.5781,0.9234,0.3232
0.5880,0.9238,0.3248
0.5978,0.9241,0.3264
0.6076,0.9244,0.3279
0.6173,0.9246,0.3294
0.6268,0.9248,0.3309
0.6362,0.9250,0.3323
0.6454,0.9252,0.3337
0.6545,0.9253,0.3350
0.6633,0.9254,0.3363
0.6718,0.9255,0.3375
0.6800,0.9255,0.3386
0.6881,0.9255,0.3397
0.6961,0.9255,0.3407
0.7040,0.9255,0.3417
0.7119,0.9255,0.3427
0.7197,0.9255,0.3436
0.7274,0.9255,0.3446
0.7350,0.9255,0.3455
0.7424,0.9255,0.3463
0.7496,0.9255,0.3472
0.7567,0.9255,0.3480
0.7636,0.9255,0.3488
0.7703,0.9255,0.3495
0.7768,0.9255,0.3503
0.7830,0.9255,0.3510
0.7889,0.9255,0.3516
0.7946,0.9255,0.3523
0.8000,0.9255,0.3529
0.8051,0.9251,0.3535
0.8099,0.9238,0.3540
0.8145,0.9219,0.3546
0.8189,0.9192,0.3551
0.8232,0.9160,0.3556
0.8272,0.9122,0.3560
0.8312,0.9080,0.3565
0.8351,0.9033,0.3569
0.8389,0.8984,0.3574
0.8427,0.8931,0.3578
0.8465,0.8877,0.3582
0.8503,0.8822,0.3586
0.8541,0.8765,0.3590
0.8580,0.8710,0.3595
0.8621,0.8654,0.3599
0.8663,0.8601,0.3603
0.8706,0.8549,0.3608
0.8752,0.8498,0.3613
0.8801,0.8445,0.3618
0.8853,0.8390,0.3624
0.8907,0.8334,0.3630
0.8962,0.8276,0.3636
0.9017,0.8217,0.3642
0.9073,0.8156,0.3648
0.9129,0.8093,0.3654
0.9183,0.8029,0.3660
0.9236,0.7963,0.3665
0.9287,0.7896,0.3670
0.9335,0.7828,0.3675
0.9380,0.7758,0.3678
0.9421,0.7687,0.3682
0.9457,0.7615,0.3684
0.9488,0.7541,0.3685
0.9514,0.7466,0.3686
0.9536,0.7389,0.3686
0.9559,0.7310,0.3684
0.9581,0.7229,0.3682
0.9602,0.7145,0.3679
0.9622,0.7060,0.3675
0.9642,0.6972,0.3670
0.9661,0.6882,0.3664
0.9679,0.6791,0.3658
0.9695,0.6697,0.3651
0.9711,0.6602,0.3643
0.9724,0.6505,0.3634
0.9736,0.6406,0.3625
0.9746,0.6305,0.3615
0.9754,0.6203,0.3604
0.9760,0.6099,0.3593
0.9764,0.5994,0.3581
0.9765,0.5887,0.3569
